"STATE_CODE","ZONE_CODE","SERVICE_TYPE","SERVICE","PANEL_CODE","PRICE_BY_SESSION","ADDBY","UPDBY"
,4,rtw_st_phy,rtw_s32_hom,rtw_BIOREHAB_KOTA KINABALU,,100.0,,
,4,rtw_st_phy,rtw_s32_hom,rtw_BIOREHAB_SANDAKAN,,100.0,,
,4,rtw_st_phy,rtw_s32_hom,rtw_BERKAT_SANDAKAN,,100.0,,
,4,rtw_st_phy,rtw_s32_hom,rtw_K.K_KK,,100.0,,
,4,rtw_st_phy,rtw_s32_hom,rtw_MOVE_KK,,90.0,,
,4,rtw_st_phy,rtw_s32_hom,rtw_TAWAU_TAWAU,,110.0,,
,4,rtw_st_phy,rtw_s32_hom,rtw_NORMAH_KUCHING,,100.0,,
,4,rtw_st_ass,rtw_s49_gen,rtw_BIOREHAB_LABUAN,,30.0,,
,4,rtw_st_ass,rtw_s49_gen,rtw_MOVE_KK,,10.0,,
,4,rtw_st_ass,rtw_s49_gen,rtw_DOCUMENTATION_ DBC KUCHING,,195.0,,
,4,rtw_st_fun,rtw_s64_bas,rtw_DOCUMENTATION_ DBC KUCHING,,220.0,,
,4,rtw_st_dry,rtw_s76_dry,rtw_K.K_KK,,40.0,,
,4,rtw_st_serv_by_pack,rtw_s138_pak,rtw_BIOREHAB_LABUAN,,80.0,,
,4,rtw_st_serv_by_pack,rtw_s138_pak,rtw_BIOREHAB_KOTA KINABALU,,80.0,,
,4,rtw_st_serv_by_pack,rtw_s138_pak,rtw_BIOREHAB_SANDAKAN,,80.0,,
,4,rtw_st_serv_by_pack,rtw_s138_pak,rtw_K.K_KK,,100.0,,
,4,rtw_st_serv_by_pack,rtw_s138_pak,rtw_MOVE_KK,,75.0,,
,4,rtw_st_serv_by_pack,rtw_s138_pak,rtw_DAMAI_KK,,65.0,,
,4,rtw_st_serv_by_pack,rtw_s138_pak,rtw_TABUAN_KUCHING,,80.0,,
,4,rtw_st_serv_by_pack,rtw_s147_pak,rtw_TABUAN_KUCHING,,60.0,,
,4,rtw_st_serv_by_pack,rtw_s148_pak,rtw_TAWAU_TAWAU,,80.0,,
,4,rtw_st_serv_by_pack,rtw_s149_pak,rtw_TABUAN_KUCHING,,60.0,,
,4,rtw_st_serv_by_pack,rtw_s151_pak,rtw_BIOREHAB_LABUAN,,80.0,,
,4,rtw_st_serv_by_pack,rtw_s151_pak,rtw_K.K_KK,,30.0,,
,4,rtw_st_phy,rtw_s20_che,rtw_K.K_KK,,30.0,,
,4,rtw_st_phy,rtw_s20_che,rtw_MOVE_KK,,50.0,,
,4,rtw_st_phy,rtw_s20_che,rtw_REHAB_KUCHING,,30.0,,
,4,rtw_st_phy,rtw_s21_che,rtw_K.K_KK,,80.0,,
,4,rtw_st_phy,rtw_s21_che,rtw_MOVE_KK,,50.0,,
,4,rtw_st_phy,rtw_s21_che,rtw_DAMAI_KK,,60.0,,
,4,rtw_st_phy,rtw_s21_che,rtw_TABUAN_KUCHING,,10.0,,
,4,rtw_st_phy,rtw_s21_che,rtw_REHAB_KUCHING,,70.0,,
,4,rtw_st_serv_by_mod,rtw_s191_bas,rtw_K.K_KK,,100.0,,
,4,rtw_st_serv_by_mod,rtw_s193_bas,rtw_TAWAU_TAWAU,,50.0,,
,4,rtw_st_serv_by_mod,rtw_s168_bas,rtw_TAWAU_TAWAU,,30.0,,
,6,rtw_st_phy,rtw_s1_phy,rtw_DOCUMENTATION_DBC HQ,,143.0,,
,6,rtw_st_phy,rtw_s1_phy,rtw_DOCUMENTATION_DBC TTDI,,143.0,,
,6,rtw_st_phy,rtw_s1_phy,rtw_DOCUMENTATION_DBC JALAN KUCHING,,143.0,,
,6,rtw_st_phy,rtw_s1_phy,rtw_PUSAT_JALAN IPOH,,80.0,,
,6,rtw_st_phy,rtw_s1_phy,rtw_PARKCITY_DESA PARK CITY,,80.0,,
,6,rtw_st_phy,rtw_s1_phy,rtw_TAGS_HQ,,70.0,,
,6,rtw_st_phy,rtw_s1_phy,rtw_KPJ_JALAN PAHANG,,120.0,,
,6,rtw_st_phy,rtw_s1_phy,rtw_TAMAN_TAMAN DESA,,80.0,,
,6,rtw_st_phy,rtw_s1_phy,rtw_NURSINAR_TAMAN SETIAWANGSA,,80.0,,
,6,rtw_st_phy,rtw_s1_phy,rtw_WQ_SRI RAMPAI,,90.0,,
,6,rtw_st_phy,rtw_s1_phy,rtw_APPLE_DESA PANDAN,,90.0,,
,6,rtw_st_phy,rtw_s1_phy,rtw_YOUR_HQ,,91.0,,
,6,rtw_st_phy,rtw_s1_phy,rtw_MALAYSIAN_JALAN IPOH,,55.0,,
,6,rtw_st_phy,rtw_s1_phy,rtw_WORLD_AMPANG,,60.0,,
,6,rtw_st_phy,rtw_s1_phy,rtw_DIAMAGNETIC_CHERAS,,135.0,,
,6,rtw_st_phy,rtw_s1_phy,rtw_BAINS,,80.0,,
,6,rtw_st_phy,rtw_s1_phy,rtw_HOSPITAL,,80.0,,
,6,rtw_st_phy,rtw_s1_phy,rtw_WQ_KELANA JAYAI,,90.0,,
,6,rtw_st_phy,rtw_s1_phy,rtw_SUBANG_SUBANG JAYA,,80.0,,
,6,rtw_st_phy,rtw_s1_phy,rtw_ARA_ARA DAMANSARA,,80.0,,
,6,rtw_st_phy,rtw_s1_phy,rtw_SAU_PUCHONG,,80.0,,
,6,rtw_st_phy,rtw_s1_phy,rtw_SAU_PETALING JAYA,,80.0,,
,6,rtw_st_phy,rtw_s1_phy,rtw_PUTRA_BANDAR PUTRA PERMAI,,80.0,,
,6,rtw_st_phy,rtw_s1_phy,rtw_PUTIH_BANGI,,55.0,,
,6,rtw_st_phy,rtw_s1_phy,rtw_MOMO_SHAH ALAM,,70.0,,
,6,rtw_st_phy,rtw_s1_phy,rtw_MEDWELL_PETALING JAYA,,85.0,,
,6,rtw_st_phy,rtw_s1_phy,rtw_MEDWELL_KLANG,,85.0,,
,6,rtw_st_phy,rtw_s1_phy,rtw_REGEN_PETALING JAYA,,80.0,,
,6,rtw_st_phy,rtw_s1_phy,rtw_JOINCARE_SUBANG JAYA,,80.0,,
,6,rtw_st_phy,rtw_s1_phy,rtw_JOINCARE_KLANG,,80.0,,
,6,rtw_st_phy,rtw_s1_phy,rtw_INFINITE_M,,70.0,,
,6,rtw_st_phy,rtw_s1_phy,rtw_DAVID_ASIA,,90.0,,
,6,rtw_st_phy,rtw_s1_phy,rtw_RAWANG_RAWANG,,80.0,,
,6,rtw_st_phy,rtw_s1_phy,rtw_COLUMBIA_PUCHONG,,70.0,,
,6,rtw_st_phy,rtw_s1_phy,rtw_MYPHYSIOWORKS_BANTING,,70.0,,
,6,rtw_st_phy,rtw_s1_phy,rtw_MYPHYSIOWORKS_KLANG,,70.0,,
,6,rtw_st_phy,rtw_s1_phy,rtw_DYNAMIQUE_PETALING JAYA,,70.0,,
,6,rtw_st_phy,rtw_s1_phy,rtw_DIAMAGNETIC_SHAH ALAM,,135.0,,
,6,rtw_st_phy,rtw_s1_phy,rtw_DIAMAGNETIC_SUNGAI WAY,,135.0,,
,6,rtw_st_phy,rtw_s1_phy,rtw_DIAMAGNETIC_RAWANG,,135.0,,
,6,rtw_st_phy,rtw_s1_phy,rtw_SMART_SHAH ALAM,,80.0,,
,6,rtw_st_phy,rtw_s1_phy,rtw_SUNWAY_BANDAR SUNWAY,,80.0,,
,6,rtw_st_phy,rtw_s1_phy,,,70.0,,
,6,rtw_st_phy,rtw_s1_phy,rtw_DOCUMENTATION_SHAH ALAM,,143.0,,
,6,rtw_st_phy,rtw_s1_phy,rtw_YOUR_PJ,,91.0,,
,6,rtw_st_phy,rtw_s1_phy,rtw_WELL_SERI KEMBANGAN,,90.0,,
,6,rtw_st_phy,rtw_s1_phy,rtw_KPJ_KOMPLEKS OSTIA,,60.0,,
,6,rtw_st_phy,rtw_s1_phy,rtw_KPJ_BERANANG,,60.0,,
,6,rtw_st_phy,rtw_s1_phy,rtw_CHONG_BALAKONG,,80.0,,
,6,rtw_st_phy,rtw_s1_phy,rtw_MY_SEPANG,,80.0,,
,6,rtw_st_phy,rtw_s1_phy,rtw_COLUMBIA_SHAH ALAM,,80.0,,
,6,rtw_st_phy,rtw_s1_phy,rtw_PHYSIO_PETALING JAYA,,80.0,,
,6,rtw_st_phy,rtw_s1_phy,rtw_AXIS_PETALING JAYA,,80.0,,
,6,rtw_st_phy,rtw_s1_phy,rtw_DAMAI_PREVIOUSLY KNOWN AS: TRICARES PHYSIO & REHAB SDN BHD,,50.0,,
,6,rtw_st_phy,rtw_s1_phy,rtw_TAIPAN_SUBANG JAYA,,80.0,,
,6,rtw_st_phy,rtw_s1_phy,rtw_PHYSIOMOBILEMY_SHAH ALAM,,80.0,,
,6,rtw_st_occ,rtw_s25_occ,rtw_PARKCITY_DESA PARK CITY,,80.0,,
,6,rtw_st_occ,rtw_s25_occ,rtw_KPJ_JALAN PAHANG,,120.0,,
,6,rtw_st_occ,rtw_s25_occ,rtw_WQ_SRI RAMPAI,,90.0,,
,6,rtw_st_occ,rtw_s25_occ,rtw_APPLE_DESA PANDAN,,85.0,,
,6,rtw_st_occ,rtw_s25_occ,rtw_WQ_KELANA JAYAI,,90.0,,
,6,rtw_st_occ,rtw_s25_occ,rtw_SUBANG_SUBANG JAYA,,80.0,,
,6,rtw_st_occ,rtw_s25_occ,rtw_ARA_ARA DAMANSARA,,80.0,,
,6,rtw_st_occ,rtw_s25_occ,rtw_SAU_PUCHONG,,80.0,,
,6,rtw_st_occ,rtw_s25_occ,rtw_SAU_PETALING JAYA,,80.0,,
,6,rtw_st_occ,rtw_s25_occ,rtw_REGEN_PETALING JAYA,,80.0,,
,6,rtw_st_occ,rtw_s25_occ,rtw_JOINCARE_SUBANG JAYA,,80.0,,
,6,rtw_st_occ,rtw_s25_occ,rtw_JOINCARE_KLANG,,80.0,,
,6,rtw_st_occ,rtw_s25_occ,rtw_INFINITE_M,,80.0,,
,6,rtw_st_occ,rtw_s25_occ,rtw_RAWANG_RAWANG,,80.0,,
,6,rtw_st_occ,rtw_s25_occ,rtw_SMART_SHAH ALAM,,80.0,,
,6,rtw_st_occ,rtw_s25_occ,rtw_WELL_SERI KEMBANGAN,,90.0,,
,6,rtw_st_occ,rtw_s25_occ,rtw_KPJ_KOMPLEKS OSTIA,,60.0,,
,6,rtw_st_occ,rtw_s25_occ,rtw_KPJ_BERANANG,,60.0,,
,6,rtw_st_occ,rtw_s25_occ,rtw_COLUMBIA_SHAH ALAM,,80.0,,
,6,rtw_st_occ,rtw_s25_occ,rtw_PHYSIO_PETALING JAYA,,80.0,,
,6,rtw_st_occ,rtw_s154_tra,rtw_KPJ_JALAN PAHANG,,80.0,,
,6,rtw_st_spe,rtw_s155_spe,rtw_PARKCITY_DESA PARK CITY,,80.0,,
,6,rtw_st_spe,rtw_s155_spe,rtw_KPJ_JALAN PAHANG,,150.0,,
,6,rtw_st_spe,rtw_s155_spe,rtw_WQ_SRI RAMPAI,,150.0,,
,6,rtw_st_spe,rtw_s155_spe,rtw_APPLE_DESA PANDAN,,120.0,,
,6,rtw_st_spe,rtw_s155_spe,rtw_WQ_KELANA JAYAI,,150.0,,
,6,rtw_st_spe,rtw_s155_spe,rtw_SUBANG_SUBANG JAYA,,80.0,,
,6,rtw_st_spe,rtw_s155_spe,rtw_ARA_ARA DAMANSARA,,80.0,,
,6,rtw_st_spe,rtw_s155_spe,rtw_REGEN_PETALING JAYA,,80.0,,
,6,rtw_st_spe,rtw_s155_spe,rtw_INFINITE_M,,130.0,,
,6,rtw_st_spe,rtw_s155_spe,rtw_SMART_SHAH ALAM,,80.0,,
,6,rtw_st_spe,rtw_s155_spe,rtw_WELL_SERI KEMBANGAN,,150.0,,
,6,rtw_st_spe,rtw_s155_spe,rtw_KPJ_KOMPLEKS OSTIA,,150.0,,
,6,rtw_st_spe,rtw_s155_spe,rtw_KPJ_BERANANG,,150.0,,
,6,rtw_st_phy,rtw_s11_hyd,rtw_PARKCITY_DESA PARK CITY,,80.0,,
,6,rtw_st_phy,rtw_s11_hyd,rtw_WQ_SRI RAMPAI,,80.0,,
,6,rtw_st_phy,rtw_s11_hyd,rtw_WQ_KELANA JAYAI,,80.0,,
,6,rtw_st_phy,rtw_s11_hyd,rtw_SUBANG_SUBANG JAYA,,80.0,,
,6,rtw_st_phy,rtw_s11_hyd,rtw_ARA_ARA DAMANSARA,,80.0,,
,6,rtw_st_psy,rtw_s156_psy,rtw_KPJ_JALAN PAHANG,,110.0,,
,6,rtw_st_psy,rtw_s156_psy,rtw_WQ_SRI RAMPAI,,110.0,,
,6,rtw_st_psy,rtw_s156_psy,rtw_WQ_KELANA JAYAI,,110.0,,
,6,rtw_st_adm,rtw_s73_fir,rtw_COLUMBIA_PUCHONG,,7.0,,
,6,rtw_st_phy,rtw_s32_hom,rtw_MY_BUKIT JALIL,,80.0,,
,6,rtw_st_phy,rtw_s32_hom,rtw_MALAYSIAN_JALAN IPOH,,70.0,,
,6,rtw_st_phy,rtw_s32_hom,rtw_BAINS,,100.0,,
,6,rtw_st_phy,rtw_s32_hom,rtw_REGEN_PETALING JAYA,,100.0,,
,6,rtw_st_phy,rtw_s32_hom,rtw_RAWANG_RAWANG,,100.0,,
,6,rtw_st_phy,rtw_s32_hom,rtw_HMC_SHAH ALAM,,100.0,,
,6,rtw_st_phy,rtw_s32_hom,rtw_MY_SEPANG,,100.0,,
,6,rtw_st_phy,rtw_s32_hom,rtw_LOVE_PETALING JAYA,,100.0,,
,6,rtw_st_phy,rtw_s32_hom,rtw_PHYSIOMOBILEMY_SHAH ALAM,,110.0,,
,6,rtw_st_con,rtw_s157_reh,rtw_KPJ_JALAN PAHANG,,180.0,,
,6,rtw_st_con,rtw_s157_reh,rtw_WQ_SRI RAMPAI,,190.0,,
,6,rtw_st_con,rtw_s157_reh,rtw_WQ_KELANA JAYAI,,190.0,,
,6,rtw_st_con,rtw_s157_reh,rtw_REGEN_PETALING JAYA,,180.0,,
,6,rtw_st_con,rtw_s157_reh,rtw_INFINITE_M,,180.0,,
,6,rtw_st_con,rtw_s157_reh,rtw_KPJ_KOMPLEKS OSTIA,,180.0,,
,6,rtw_st_con,rtw_s157_reh,rtw_KPJ_BERANANG,,180.0,,
,6,rtw_st_con,rtw_s158_reh,rtw_KPJ_JALAN PAHANG,,90.0,,
,6,rtw_st_con,rtw_s158_reh,rtw_WQ_SRI RAMPAI,,190.0,,
,6,rtw_st_con,rtw_s158_reh,rtw_WQ_KELANA JAYAI,,190.0,,
,6,rtw_st_con,rtw_s158_reh,rtw_REGEN_PETALING JAYA,,90.0,,
,6,rtw_st_con,rtw_s158_reh,rtw_INFINITE_M,,120.0,,
,6,rtw_st_con,rtw_s158_reh,rtw_KPJ_KOMPLEKS OSTIA,,90.0,,
,6,rtw_st_con,rtw_s158_reh,rtw_KPJ_BERANANG,,90.0,,
,6,rtw_st_con,rtw_s159_med,rtw_WQ_SRI RAMPAI,,50.0,,
,6,rtw_st_con,rtw_s159_med,rtw_WQ_KELANA JAYAI,,50.0,,
,6,rtw_st_ass,rtw_s49_gen,rtw_DOCUMENTATION_DBC HQ,,195.0,,
,6,rtw_st_ass,rtw_s49_gen,rtw_DOCUMENTATION_DBC TTDI,,195.0,,
,6,rtw_st_ass,rtw_s49_gen,rtw_DOCUMENTATION_DBC JALAN KUCHING,,195.0,,
,6,rtw_st_ass,rtw_s49_gen,rtw_WORLD_AMPANG,,80.0,,
,6,rtw_st_ass,rtw_s49_gen,rtw_BAINS,,80.0,,
,6,rtw_st_ass,rtw_s49_gen,rtw_REGEN_PETALING JAYA,,80.0,,
,6,rtw_st_ass,rtw_s49_gen,rtw_DAVID_ASIA,,90.0,,
,6,rtw_st_ass,rtw_s49_gen,rtw_MYPHYSIOWORKS_BANTING,,70.0,,
,6,rtw_st_ass,rtw_s49_gen,rtw_MYPHYSIOWORKS_KLANG,,70.0,,
,6,rtw_st_ass,rtw_s49_gen,rtw_DYNAMIQUE_PETALING JAYA,,100.0,,
,6,rtw_st_ass,rtw_s49_gen,,,80.0,,
,6,rtw_st_ass,rtw_s49_gen,rtw_DOCUMENTATION_SHAH ALAM,,195.0,,
,6,rtw_st_ass,rtw_s51_neu,rtw_WQ_SRI RAMPAI,,120.0,,
,6,rtw_st_ass,rtw_s51_neu,rtw_WQ_KELANA JAYAI,,120.0,,
,6,rtw_st_ass,rtw_s60_sen,rtw_WQ_SRI RAMPAI,,80.0,,
,6,rtw_st_ass,rtw_s60_sen,rtw_WQ_KELANA JAYAI,,80.0,,
,6,rtw_st_ass,rtw_s161_cog,rtw_WQ_SRI RAMPAI,,160.0,,
,6,rtw_st_ass,rtw_s161_cog,rtw_WQ_KELANA JAYAI,,160.0,,
,6,rtw_st_ass,rtw_s161_cog,rtw_REGEN_PETALING JAYA,,100.0,,
,6,rtw_st_ass,rtw_s61_cli,rtw_WQ_SRI RAMPAI,,100.0,,
,6,rtw_st_ass,rtw_s61_cli,rtw_WQ_KELANA JAYAI,,100.0,,
,6,rtw_st_ass,rtw_s62_vis,rtw_WQ_SRI RAMPAI,,120.0,,
,6,rtw_st_ass,rtw_s62_vis,rtw_WQ_KELANA JAYAI,,120.0,,
,6,rtw_st_ass,rtw_s55_dri,rtw_WQ_SRI RAMPAI,,550.0,,
,6,rtw_st_ass,rtw_s55_dri,rtw_WQ_KELANA JAYAI,,550.0,,
,6,rtw_st_ass,rtw_s57_pro,rtw_WQ_SRI RAMPAI,,250.0,,
,6,rtw_st_ass,rtw_s57_pro,rtw_WQ_KELANA JAYAI,,250.0,,
,6,rtw_st_ass,rtw_s54_wor,rtw_JOINCARE_SUBANG JAYA,,250.0,,
,6,rtw_st_ass,rtw_s54_wor,rtw_JOINCARE_KLANG,,250.0,,
,6,rtw_st_ass,rtw_s58_spe,rtw_KPJ_JALAN PAHANG,,250.0,,
,6,rtw_st_ass,rtw_s58_spe,rtw_WQ_SRI RAMPAI,,250.0,,
,6,rtw_st_ass,rtw_s58_spe,rtw_WQ_KELANA JAYAI,,250.0,,
,6,rtw_st_ass,rtw_s58_spe,rtw_REGEN_PETALING JAYA,,80.0,,
,6,rtw_st_ass,rtw_s58_spe,rtw_WELL_SERI KEMBANGAN,,200.0,,
,6,rtw_st_ass,rtw_s58_spe,rtw_KPJ_KOMPLEKS OSTIA,,250.0,,
,6,rtw_st_ass,rtw_s58_spe,rtw_KPJ_BERANANG,,250.0,,
,6,rtw_st_ass,rtw_s59_psy,rtw_KPJ_JALAN PAHANG,,200.0,,
,6,rtw_st_ass,rtw_s59_psy,rtw_WQ_SRI RAMPAI,,250.0,,
,6,rtw_st_ass,rtw_s59_psy,rtw_WQ_KELANA JAYAI,,250.0,,
,6,rtw_st_fun,rtw_s64_bas,rtw_DOCUMENTATION_DBC HQ,,220.0,,
,6,rtw_st_fun,rtw_s64_bas,rtw_DOCUMENTATION_DBC TTDI,,220.0,,
,6,rtw_st_fun,rtw_s64_bas,rtw_DOCUMENTATION_DBC JALAN KUCHING,,220.0,,
,6,rtw_st_fun,rtw_s64_bas,rtw_BAINS,,80.0,,
,6,rtw_st_fun,rtw_s64_bas,rtw_DOCUMENTATION_SHAH ALAM,,220.0,,
,6,rtw_st_fun,rtw_s64_bas,rtw_KPJ_KOMPLEKS OSTIA,,60.0,,
,6,rtw_st_fun,rtw_s64_bas,rtw_KPJ_BERANANG,,60.0,,
,6,rtw_st_fun,rtw_s65_com,rtw_KPJ_JALAN PAHANG,,550.0,,
,6,rtw_st_fun,rtw_s65_com,rtw_WQ_SRI RAMPAI,,550.0,,
,6,rtw_st_fun,rtw_s65_com,rtw_WQ_KELANA JAYAI,,550.0,,
,6,rtw_st_fun,rtw_s65_com,rtw_JOINCARE_SUBANG JAYA,,550.0,,
,6,rtw_st_fun,rtw_s65_com,rtw_JOINCARE_KLANG,,550.0,,
,6,rtw_st_fun,rtw_s66_byp,rtw_KPJ_JALAN PAHANG,,200 - 500,,
,6,rtw_st_fun,rtw_s66_byp,rtw_WQ_SRI RAMPAI,,200 - 500,,
,6,rtw_st_fun,rtw_s66_byp,rtw_WQ_KELANA JAYAI,,200 - 500,,
,6,rtw_st_fun,rtw_s66_byp,rtw_SAU_PUCHONG,,200 - 500,,
,6,rtw_st_fun,rtw_s66_byp,rtw_SAU_PETALING JAYA,,200 - 500,,
,6,rtw_st_fun,rtw_s66_byp,rtw_JOINCARE_SUBANG JAYA,,200 - 500,,
,6,rtw_st_fun,rtw_s66_byp,rtw_JOINCARE_KLANG,,200 - 500,,
,6,rtw_st_phy,rtw_s18_alt,rtw_KPJ_JALAN PAHANG,,150.0,,
,6,rtw_st_phy,rtw_s19_tbi,rtw_KPJ_JALAN PAHANG,,80.0,,
,6,rtw_st_serv_by_mod,rtw_s205_adv,rtw_SAU_PUCHONG,,150.0,,
,6,rtw_st_serv_by_mod,rtw_s205_adv,rtw_SAU_PETALING JAYA,,150.0,,
,6,rtw_st_serv_by_mod,rtw_s205_adv,rtw_INFINITE_M,,150.0,,
,6,rtw_st_serv_by_mod,rtw_s204_adv,rtw_SAU_PUCHONG,,100.0,,
,6,rtw_st_serv_by_mod,rtw_s204_adv,rtw_SAU_PETALING JAYA,,100.0,,
,6,rtw_st_dry,rtw_s76_dry,rtw_BAINS,,40.0,,
,6,rtw_st_serv_by_pack,rtw_s138_pak,rtw_PARKCITY_DESA PARK CITY,,80.0,,
,6,rtw_st_serv_by_pack,rtw_s138_pak,rtw_APPLE_DESA PANDAN,,90.0,,
,6,rtw_st_serv_by_pack,rtw_s138_pak,rtw_MALAYSIAN_JALAN IPOH,,60.0,,
,6,rtw_st_serv_by_pack,rtw_s138_pak,rtw_WORLD_AMPANG,,80.0,,
,6,rtw_st_serv_by_pack,rtw_s138_pak,rtw_SUBANG_SUBANG JAYA,,80.0,,
,6,rtw_st_serv_by_pack,rtw_s138_pak,rtw_ARA_ARA DAMANSARA,,80.0,,
,6,rtw_st_serv_by_pack,rtw_s138_pak,rtw_RAWANG_RAWANG,,80.0,,
,6,rtw_st_serv_by_pack,rtw_s138_pak,rtw_WELL_SERI KEMBANGAN,,90.0,,
,6,rtw_st_serv_by_pack,rtw_s139_pak,rtw_PARKCITY_DESA PARK CITY,,62.0,,
,6,rtw_st_serv_by_pack,rtw_s139_pak,rtw_KPJ_JALAN PAHANG,,80.0,,
,6,rtw_st_serv_by_pack,rtw_s139_pak,rtw_SUBANG_SUBANG JAYA,,62.0,,
,6,rtw_st_serv_by_pack,rtw_s139_pak,rtw_ARA_ARA DAMANSARA,,62.0,,
,6,rtw_st_serv_by_pack,rtw_s139_pak,rtw_DAVID_ASIA,,90.0,,
,6,rtw_st_serv_by_pack,rtw_s139_pak,rtw_RAWANG_RAWANG,,80.0,,
,6,rtw_st_serv_by_pack,rtw_s139_pak,rtw_KPJ_KOMPLEKS OSTIA,,80.0,,
,6,rtw_st_serv_by_pack,rtw_s139_pak,rtw_KPJ_BERANANG,,80.0,,
,6,rtw_st_serv_by_pack,rtw_s140_pak,rtw_PARKCITY_DESA PARK CITY,,62.0,,
,6,rtw_st_serv_by_pack,rtw_s140_pak,rtw_SUBANG_SUBANG JAYA,,62.0,,
,6,rtw_st_serv_by_pack,rtw_s140_pak,rtw_ARA_ARA DAMANSARA,,62.0,,
,6,rtw_st_serv_by_pack,rtw_s141_pak,rtw_PARKCITY_DESA PARK CITY,,80.0,,
,6,rtw_st_serv_by_pack,rtw_s141_pak,rtw_SUBANG_SUBANG JAYA,,80.0,,
,6,rtw_st_serv_by_pack,rtw_s141_pak,rtw_ARA_ARA DAMANSARA,,80.0,,
,6,rtw_st_serv_by_pack,rtw_s141_pak,rtw_RAWANG_RAWANG,,80.0,,
,6,rtw_st_serv_by_pack,rtw_s143_pak,rtw_PARKCITY_DESA PARK CITY,,80.0,,
,6,rtw_st_serv_by_pack,rtw_s143_pak,rtw_KPJ_JALAN PAHANG,,80.0,,
,6,rtw_st_serv_by_pack,rtw_s143_pak,rtw_SUBANG_SUBANG JAYA,,80.0,,
,6,rtw_st_serv_by_pack,rtw_s143_pak,rtw_ARA_ARA DAMANSARA,,80.0,,
,6,rtw_st_serv_by_pack,rtw_s143_pak,rtw_DAVID_ASIA,,90.0,,
,6,rtw_st_serv_by_pack,rtw_s143_pak,rtw_RAWANG_RAWANG,,80.0,,
,6,rtw_st_serv_by_pack,rtw_s143_pak,rtw_KPJ_KOMPLEKS OSTIA,,80.0,,
,6,rtw_st_serv_by_pack,rtw_s143_pak,rtw_KPJ_BERANANG,,80.0,,
,6,rtw_st_serv_by_pack,rtw_s145_pak,rtw_DIAMAGNETIC_CHERAS,,95.0,,
,6,rtw_st_serv_by_pack,rtw_s145_pak,rtw_DIAMAGNETIC_SHAH ALAM,,95.0,,
,6,rtw_st_serv_by_pack,rtw_s145_pak,rtw_DIAMAGNETIC_SUNGAI WAY,,95.0,,
,6,rtw_st_serv_by_pack,rtw_s145_pak,rtw_DIAMAGNETIC_RAWANG,,95.0,,
,6,rtw_st_serv_by_pack,rtw_s147_pak,rtw_WORLD_AMPANG,,65.0,,
,6,rtw_st_serv_by_pack,rtw_s148_pak,rtw_DIAMAGNETIC_CHERAS,,60.0,,
,6,rtw_st_serv_by_pack,rtw_s148_pak,rtw_DIAMAGNETIC_SHAH ALAM,,60.0,,
,6,rtw_st_serv_by_pack,rtw_s148_pak,rtw_DIAMAGNETIC_SUNGAI WAY,,60.0,,
,6,rtw_st_serv_by_pack,rtw_s148_pak,rtw_DIAMAGNETIC_RAWANG,,60.0,,
,6,rtw_st_serv_by_pack,rtw_s149_pak,rtw_PARKCITY_DESA PARK CITY,,61.0,,
,6,rtw_st_serv_by_pack,rtw_s149_pak,rtw_SUBANG_SUBANG JAYA,,61.0,,
,6,rtw_st_serv_by_pack,rtw_s149_pak,rtw_ARA_ARA DAMANSARA,,61.0,,
,6,rtw_st_serv_by_pack,rtw_s151_pak,rtw_DAVID_ASIA,,90.0,,
,6,rtw_st_phy,rtw_s21_che,rtw_MY_SEPANG,,60.0,,
,6,rtw_st_phy,rtw_s22_han,rtw_APPLE_DESA PANDAN,,30.0,,
,6,rtw_st_phy,rtw_s22_han,rtw_SUNWAY_BANDAR SUNWAY,,80.0,,
,6,rtw_st_occ,rtw_s31_ott,rtw_APPLE_DESA PANDAN,,50.0,,
,6,rtw_st_occ,rtw_s35_wor,rtw_SUNWAY_BANDAR SUNWAY,,45.0,,
,6,rtw_st_occ,rtw_s42_sen,rtw_WQ_SRI RAMPAI,,80.0,,
,6,rtw_st_occ,rtw_s42_sen,rtw_WQ_KELANA JAYAI,,80.0,,
,6,rtw_st_serv_by_mod,rtw_s191_bas,rtw_PARKCITY_DESA PARK CITY,,31.0,,
,6,rtw_st_serv_by_mod,rtw_s191_bas,rtw_WQ_SRI RAMPAI,,110.0,,
,6,rtw_st_serv_by_mod,rtw_s191_bas,rtw_WQ_KELANA JAYAI,,110.0,,
,6,rtw_st_serv_by_mod,rtw_s191_bas,rtw_SUBANG_SUBANG JAYA,,31.0,,
,6,rtw_st_serv_by_mod,rtw_s191_bas,rtw_ARA_ARA DAMANSARA,,31.0,,
,6,rtw_st_serv_by_mod,rtw_s191_bas,rtw_RAWANG_RAWANG,,80.0,,
,6,rtw_st_serv_by_mod,rtw_s193_bas,rtw_MOMO_SHAH ALAM,,40.0,,
,6,rtw_st_serv_by_mod,rtw_s199_bas,rtw_MOMO_SHAH ALAM,,70.0,,
,6,rtw_st_serv_by_mod,rtw_s168_bas,rtw_MOMO_SHAH ALAM,,30.0,,
,6,rtw_st_serv_by_mod,rtw_s215_adv,rtw_NURSINAR_TAMAN SETIAWANGSA,,85.0,,
,6,rtw_st_serv_by_mod,rtw_s215_adv,rtw_MY_SEPANG,,50.0,,
