"ID","STATE_CODE","ZONE_CODE","SERVICE_TYPE","SERVICE","PANEL_CODE","PRICE_BY_SESSION","ADDBY","UPDBY","CREATED_AT","UPDATED_AT"
271,,"2",rtw_st_sbp,rtw_s147_pak,rtw_panel_2_MAWAR,"80.0",,,2021-01-19 17:11:54,2021-01-19 17:11:54
272,,"2",rtw_st_sbp,rtw_s148_pak,rtw_panel_2_MAWAR,"70.0",,,2021-01-19 17:11:54,2021-01-19 17:11:54
273,,"2",rtw_st_sbp,rtw_s148_pak,rtw_panel_2_SALAM,"90.0",,,2021-01-19 17:11:54,2021-01-19 17:11:54
274,,"2",rtw_st_sbp,rtw_s149_pak,rtw_panel_2_MAWAR,"60.0",,,2021-01-19 17:11:54,2021-01-19 17:11:54
275,,"2",rtw_st_sbp,rtw_s151_pak,rtw_panel_2_MAHARANI,"55.0",,,2021-01-19 17:11:54,2021-01-19 17:11:54
276,,"2",rtw_st_sbp,rtw_s152_pak,rtw_panel_2_MAHARANI,"65.0",,,2021-01-19 17:11:54,2021-01-19 17:11:54
277,,"2",rtw_st_sbp,rtw_s152_pak,rtw_panel_2_NSCMH,"90.0",,,2021-01-19 17:11:54,2021-01-19 17:11:54
278,"2",,rtw_st_phy,rtw_s1_phy,rtw_panel_2_DOCUMENTATION,"143.0",,,2021-01-19 17:11:56,2021-01-19 17:11:56
279,"2",,rtw_st_phy,rtw_s1_phy,rtw_panel_2_LIFECARE,"60.0",,,2021-01-19 17:11:56,2021-01-19 17:11:56
280,"2",,rtw_st_phy,rtw_s1_phy,rtw_panel_2_MEDYNA,"60.0",,,2021-01-19 17:11:56,2021-01-19 17:11:56
281,"2",,rtw_st_phy,rtw_s1_phy,rtw_panel_2_LANGKAWAI,"60.0",,,2021-01-19 17:11:56,2021-01-19 17:11:56
282,"2",,rtw_st_phy,rtw_s1_phy,rtw_panel_2_PHYSIOTHERAPY,"60.0",,,2021-01-19 17:11:56,2021-01-19 17:11:56
283,"2",,rtw_st_phy,rtw_s1_phy,rtw_panel_2_BAINS,"80.0",,,2021-01-19 17:11:56,2021-01-19 17:11:56
